slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT000814,NAR000064_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,partially_provided,Case registered under relevant sections,case registered under relevant sections,NONE,EVT000064_001;EVT000064_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV922
SLOT000815,NAR000064_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,partially_provided,perpetrator,perpetrator,NONE,EVT000064_001;EVT000064_002,False,3,sensitive,Supports investigation without inventing identity.,False,NONE,SLOT_ANN_001,REV922
SLOT000816,NAR000064_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",missing,not stated,not_stated,NONE,EVT000064_001;EVT000064_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,True,NONE,SLOT_ANN_001,REV922
SLOT000817,NAR000064_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,optional,not stated,not stated,NONE,EVT000064_001;EVT000064_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV922
SLOT000818,NAR000064_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,optional,not stated,not_stated,NONE,EVT000064_001;EVT000064_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV922
SLOT000819,NAR000064_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000064_001;EVT000064_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV922
SLOT000820,NAR000065_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,today,2023-05-19,NAR000065_EN_E001,EVT000065_001;EVT000065_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV802
SLOT000821,NAR000065_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,21:34,21:34,NONE,EVT000065_001;EVT000065_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV802
SLOT000822,NAR000065_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Hotel,hotel,NONE,EVT000065_001;EVT000065_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV802
SLOT000823,NAR000065_EN,consumer_disputes,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000065_001;EVT000065_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV802
SLOT000824,NAR000065_EN,consumer_disputes,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000065_001;EVT000065_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV802
SLOT000825,NAR000065_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Hotel,hotel,NONE,EVT000065_001;EVT000065_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV802
SLOT000826,NAR000065_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Overcharging and hidden fees,overcharging and hidden fees,NONE,EVT000065_001;EVT000065_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV802
SLOT000827,NAR000065_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000065_001;EVT000065_002,True,2,sensitive,Supports refund and deficiency claim.,False,NONE,SLOT_ANN_001,REV802
SLOT000828,NAR000065_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000065_001;EVT000065_002,True,2,normal,Shows prior attempt to resolve dispute.,False,NONE,SLOT_ANN_001,REV802
SLOT000829,NAR000065_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",optional,not stated,not_stated,NONE,EVT000065_001;EVT000065_002,False,3,sensitive,Improves complaint strength.,True,NONE,SLOT_ANN_001,REV802
SLOT000830,NAR000065_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000065_001;EVT000065_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV802
SLOT000831,NAR000065_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000065_001;EVT000065_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV802
SLOT000832,NAR000066_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,2023-05-19,2023-05-19,NONE,EVT000066_001;EVT000066_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV714
SLOT000833,NAR000066_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,20:45,20:45,NONE,EVT000066_001;EVT000066_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV714
SLOT000834,NAR000066_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,Mobile app,mobile app,NONE,EVT000066_001;EVT000066_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV714
SLOT000835,NAR000066_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000066_001;EVT000066_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV714
SLOT000836,NAR000066_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000066_001;EVT000066_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV714
SLOT000837,NAR000066_EN,theft_and_robbery,property_type,Type of property taken or missing,provided,mobile,mobile,NAR000066_EN_E001,EVT000066_001;EVT000066_002,True,1,normal,Identifies the stolen article for complaint drafting.,False,NONE,SLOT_ANN_001,REV714
SLOT000838,NAR000066_EN,theft_and_robbery,property_description,"Description, condition, or value of property",provided,mobile,mobile,NAR000066_EN_E001,EVT000066_001;EVT000066_002,True,2,normal,Supports identification and recovery.,False,NONE,SLOT_ANN_001,REV714
SLOT000839,NAR000066_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,missing,not stated,not_stated,NONE,EVT000066_001;EVT000066_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV714
SLOT000840,NAR000066_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,partially_provided,unknown or unidentified party,unknown_party,NONE,EVT000066_001;EVT000066_002,False,3,sensitive,Supports investigation without inventing identity.,False,NONE,SLOT_ANN_001,REV714
SLOT000841,NAR000066_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",provided,threat or intimidation indicated,threat_indicated,NONE,EVT000066_001;EVT000066_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,False,NONE,SLOT_ANN_001,REV714
SLOT000842,NAR000066_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,partially_provided,"The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene","the victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene",NONE,EVT000066_001;EVT000066_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV714
SLOT000843,NAR000066_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,partially_provided,witness or bystander mentioned,witness_mentioned,NONE,EVT000066_001;EVT000066_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV714
SLOT000844,NAR000066_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000066_001;EVT000066_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV714
SLOT000845,NAR000067_EN,traffic_road_incidents,incident_date,Date or relative date when the incident happened,provided,today,2023-05-22,NAR000067_EN_E001,EVT000067_001;EVT000067_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV127
SLOT000846,NAR000067_EN,traffic_road_incidents,incident_time,Time or approximate time of the incident,provided,22:15,22:15,NONE,EVT000067_001;EVT000067_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV127
SLOT000847,NAR000067_EN,traffic_road_incidents,incident_location,"Place, platform, or setting where the incident occurred",provided,Highway,highway,NONE,EVT000067_001;EVT000067_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV127
SLOT000848,NAR000067_EN,traffic_road_incidents,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000067_001;EVT000067_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV127
SLOT000849,NAR000067_EN,traffic_road_incidents,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000067_001;EVT000067_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV127
SLOT000850,NAR000067_EN,traffic_road_incidents,vehicle_details,"Vehicle type, registration, or identifying description",provided,car,car,NAR000067_EN_E002,EVT000067_001;EVT000067_002,True,1,sensitive,Needed for motor accident or traffic complaint.,False,NONE,SLOT_ANN_001,REV127
SLOT000851,NAR000067_EN,traffic_road_incidents,driver_conduct,"Drunk, reckless, signal violation, hit-and-run, or obstruction conduct",provided,Hit and run collision,hit and run collision,NONE,EVT000067_001;EVT000067_002,True,1,normal,Defines offence and urgency.,False,NONE,SLOT_ANN_001,REV127
SLOT000852,NAR000067_EN,traffic_road_incidents,injury_details,Whether anyone was injured,provided,injury or medical impact indicated,injury_indicated,NONE,EVT000067_001;EVT000067_002,True,1,highly sensitive,Controls medical escalation.,False,NONE,SLOT_ANN_001,REV127
SLOT000853,NAR000067_EN,traffic_road_incidents,property_damage,Vehicle or other property damage,missing,not stated,not_stated,NONE,EVT000067_001;EVT000067_002,True,2,normal,Needed for claim and complaint.,True,NONE,SLOT_ANN_001,REV127
SLOT000854,NAR000067_EN,traffic_road_incidents,road_location,"Road, highway, alleyway, or signal location",provided,Highway,highway,NONE,EVT000067_001;EVT000067_002,True,1,normal,Determines jurisdiction and evidence.,False,NONE,SLOT_ANN_001,REV127
SLOT000855,NAR000067_EN,traffic_road_incidents,offending_vehicle_left,Whether driver fled or remained,provided,car,car,NAR000067_EN_E002,EVT000067_001;EVT000067_002,False,2,normal,Important for hit-and-run.,False,NONE,SLOT_ANN_001,REV127
SLOT000856,NAR000067_EN,traffic_road_incidents,traffic_obstruction,Whether collision/blockage caused traffic obstruction,optional,not stated,not_stated,NONE,EVT000067_001;EVT000067_002,False,3,normal,Affects civic/emergency response.,True,NONE,SLOT_ANN_001,REV127
SLOT000857,NAR000067_EN,traffic_road_incidents,insurance_or_claim_status,Whether insurance or compensation process is mentioned,optional,not stated,not_stated,NONE,EVT000067_001;EVT000067_002,False,4,sensitive,Guides next claims step.,False,NONE,SLOT_ANN_001,REV127
SLOT000858,NAR000068_EN,traffic_road_incidents,incident_date,Date or relative date when the incident happened,provided,today,2023-05-25,NAR000068_EN_E001,EVT000068_001;EVT000068_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV985
SLOT000859,NAR000068_EN,traffic_road_incidents,incident_time,Time or approximate time of the incident,provided,19:29,19:29,NONE,EVT000068_001;EVT000068_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV985
SLOT000860,NAR000068_EN,traffic_road_incidents,incident_location,"Place, platform, or setting where the incident occurred",provided,Alleyway,alleyway,NONE,EVT000068_001;EVT000068_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV985
SLOT000861,NAR000068_EN,traffic_road_incidents,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000068_001;EVT000068_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV985
SLOT000862,NAR000068_EN,traffic_road_incidents,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000068_001;EVT000068_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV985
SLOT000863,NAR000068_EN,traffic_road_incidents,vehicle_details,"Vehicle type, registration, or identifying description",provided,car,car,NAR000068_EN_E002,EVT000068_001;EVT000068_002,True,1,sensitive,Needed for motor accident or traffic complaint.,False,NONE,SLOT_ANN_001,REV985
SLOT000864,NAR000068_EN,traffic_road_incidents,driver_conduct,"Drunk, reckless, signal violation, hit-and-run, or obstruction conduct",provided,Illegal parking blockage,illegal parking blockage,NONE,EVT000068_001;EVT000068_002,True,1,normal,Defines offence and urgency.,False,NONE,SLOT_ANN_001,REV985
SLOT000865,NAR000068_EN,traffic_road_incidents,injury_details,Whether anyone was injured,missing,not stated,not_stated,NONE,EVT000068_001;EVT000068_002,True,1,highly sensitive,Controls medical escalation.,True,NONE,SLOT_ANN_001,REV985
