classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000233,NAR000233_EN,Domestic Violence,Intimate partner violence;Continuing domestic abuse,complaint_preparation;legal_aid_request,Document continuing partner violence and seek protection,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV241
CLS000234,NAR000234_EN,Theft and robbery,House burglary;Property loss,emergency_assistance;fir_information,Report a burglary that occurred moments ago,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV847
CLS000235,NAR000235_EN,Theft and robbery,Armed robbery;Property loss;CCTV evidence,complaint_preparation;fir_information;legal_aid_request,File an armed-robbery complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,True,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV799
CLS000236,NAR000236_EN,Assault & Threats,Verbal intimidation;Immediate threat,complaint_preparation;legal_aid_request,Document intimidation and seek protection,ONGOING_THREAT,False,True,False,hybrid,recent,True,True,False,False,unknown,True,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV576
CLS000237,NAR000237_EN,Miscellaneous,Public nuisance dispute;Road obstruction,complaint_preparation,Report a public nuisance blocking access,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV123
CLS000238,NAR000238_EN,Employment/Labour,Safe working conditions violation;Physical injury,complaint_preparation;legal_aid_request,File an unsafe-workplace grievance with injury details,CASE_PREPARATION,False,False,False,physical,recent,False,False,True,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV805
CLS000239,NAR000239_EN,Miscellaneous,Public nuisance dispute;Municipal notification,complaint_preparation,Submit a public-nuisance notification,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV421
CLS000240,NAR000240_EN,Employment/Labour,Unpaid wage dispute;Management refusal,complaint_preparation;legal_aid_request,Document an unpaid-wage dispute,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV144
CLS000241,NAR000241_EN,Traffic & Road Incidents,Hit and run collision;Physical injury;Vehicle damage,complaint_preparation;legal_aid_request,Prepare a hit-and-run report with injury details,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV115
CLS000242,NAR000242_EN,Miscellaneous,Stray animal hazard;Road obstruction,complaint_preparation,Report a stray-animal hazard,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,False,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV934
CLS000243,NAR000243_EN,Miscellaneous,Stray animal hazard;Active road obstruction,emergency_assistance;legal_aid_request,Warn road users and request civic assistance,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV313
CLS000244,NAR000244_EN,Cybercrime,Ransomware attack;Network intrusion,complaint_preparation;legal_aid_request,Document ransomware and containment measures,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV767
CLS000245,NAR000245_EN,Cybercrime,Identity theft;Credential compromise,complaint_preparation;legal_aid_request,Report identity theft and preserve technical evidence,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV691
CLS000246,NAR000246_EN,Family Law,Alimony and maintenance claim;Maintenance dispute,legal_aid_request;lawyer_handoff,Obtain legal guidance on alimony and maintenance,LEGAL_INFORMATION,False,True,False,online,past,True,False,False,False,unknown,False,True,quick_query,Family Law,Family Law,Family Law,REV744
CLS000247,NAR000247_EN,Theft and robbery,Armed robbery;Property loss;CCTV evidence,complaint_preparation;fir_information;legal_aid_request,File an armed-robbery complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,past,True,True,False,True,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV928
CLS000248,NAR000248_EN,Property Disputes,Inheritance property claim;Property-rights infringement,complaint_preparation;legal_aid_request,File an inheritance-property complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV278
CLS000249,NAR000249_EN,Cybercrime,Online banking fraud;Credential compromise,complaint_preparation;legal_aid_request,Report the online-banking breach,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV181
CLS000250,NAR000250_EN,Assault & Threats,Online harassment & threats;Immediate physical threat,emergency_assistance,Get immediate protection from active online threats,EMERGENCY_CURRENT_DANGER,True,True,False,online,current,False,True,False,False,unknown,False,False,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV382
CLS000251,NAR000251_EN,Cybercrime,Phishing scam;Data breach;Financial compromise,complaint_preparation,File a phishing cybercrime complaint,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV358
CLS000252,NAR000252_EN,Assault & Threats,Physical altercation;Physical intimidation,complaint_preparation;legal_aid_request,Document a witnessed physical altercation,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV788
CLS000253,NAR000253_EN,Consumer Disputes,Overcharging and hidden fees;Merchant refusal,complaint_preparation,File an overcharging consumer complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV985
CLS000254,NAR000254_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation;legal_aid_request,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,recent,True,True,False,False,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV690
CLS000255,NAR000255_EN,Consumer Disputes,Refusal of service refund;Regulatory escalation,complaint_preparation;legal_aid_request,Escalate an unresolved refund complaint,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV587
CLS000256,NAR000256_EN,Assault & Threats,Domestic dispute;Threat of future harm,complaint_preparation,Document a domestic threat and seek protection,ONGOING_THREAT,False,True,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV700
CLS000257,NAR000257_EN,Family Law,Guardianship dispute;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent guardianship motion,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV141
CLS000258,NAR000258_EN,Domestic Violence,Dowry harassment;Unlawful confinement;Immediate fear,emergency_assistance;complaint_preparation,Get immediate safety assistance after being locked in a room,EMERGENCY_CURRENT_DANGER,True,True,False,hybrid,current,False,True,False,False,unknown,False,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV510
CLS000259,NAR000259_EN,Assault & Threats,Physical altercation;Immediate physical threat,emergency_assistance,Get immediate protection during an active altercation,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,False,True,False,False,unknown,True,False,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV279
CLS000260,NAR000260_EN,Family Law,Alimony and maintenance claim;Active family dispute,legal_aid_request;lawyer_handoff,Obtain legal guidance on an ongoing maintenance dispute,LEGAL_INFORMATION,False,True,False,hybrid,current,True,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV400
CLS000261,NAR000261_EN,Employment/Labour,Breach of employment contract;Unpaid dues,complaint_preparation;legal_aid_request,Recover employment dues and document the breach,CASE_PREPARATION,False,True,False,online,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV379
CLS000262,NAR000262_EN,Family Law,Restitution of conjugal rights;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance for an ongoing family-court dispute,LEGAL_INFORMATION,False,True,False,physical,current,False,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV564
CLS000263,NAR000263_EN,Traffic & Road Incidents,Traffic signal violation dispute;Vehicle damage;Traffic hazard,complaint_preparation,Document a traffic-signal collision,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,False,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV834
CLS000264,NAR000264_EN,Cybercrime,Cyberstalking;Credential theft;Asset misappropriation,complaint_preparation;legal_aid_request,Report ongoing cyberstalking with digital logs,ONGOING_THREAT,False,True,False,online,current,False,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV871
CLS000265,NAR000265_EN,Family Law,Restitution of conjugal rights;Child visitation;Court compliance,legal_aid_request;complaint_preparation,Prepare documents for a family-court matter,CASE_PREPARATION,False,True,False,physical,past,True,False,False,False,True,False,True,incident_preparation,Family Law,Family Law,Family Law,REV919
CLS000266,NAR000266_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation,Prepare a chain-snatching report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV491
CLS000267,NAR000267_EN,Employment/Labour,Safe working conditions violation;Physical injury;Threatened termination,complaint_preparation;legal_aid_request,Report unsafe conditions and protect affected workers,CASE_PREPARATION,False,True,False,physical,recent,True,False,True,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV108
CLS000268,NAR000268_EN,Consumer Disputes,False advertising and misrepresentation;Regulatory escalation,complaint_preparation;legal_aid_request,Escalate an unresolved false-advertising claim,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV434
CLS000269,NAR000269_EN,Cybercrime,Phishing scam;Data breach;Financial compromise,complaint_preparation,File a phishing cybercrime complaint,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV243
CLS000270,NAR000270_EN,Family Law,Restitution of conjugal rights;Maintenance dispute;Custody arrangements,legal_aid_request;lawyer_handoff,Obtain legal intervention in a family-court dispute,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV515
CLS000271,NAR000271_EN,Family Law,Restitution of conjugal rights;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent motion,LEGAL_INFORMATION,False,True,False,physical,past,False,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV592
