scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000188,Reported property conflict involving boundary wall dispute,Property Disputes,Boundary wall dispute,"Complainant reports a structural civil grievance regarding boundary wall dispute at the site located in villa. On 2026-07-07 at 00:47 hours, opposing parties gathered and attempted unauthorized physical alterations. Property ownership documents have been submitted for verification.",2024-02-25,2024-01-31,00:47,Physical,Villa,India,Maharashtra,recent_past,No,True,False,True,True,True,5,3,expert_authored,USR133,REV180,synthetic_no_pii,challenge
SCN000189,Reported public grievance regarding noise pollution grievance,Miscellaneous,Noise pollution grievance,"Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of house. The incident transpired on 2026-07-02 at approximately 21:40 hours, causing minor public inconvenience or operational disruption. Log entries have been completed.",2024-02-27,2024-02-01,21:40,Physical,House,India,Telangana,recent_past,No,False,False,False,True,True,1,3,human_written,USR387,REV319,synthetic_no_pii,validation
SCN000190,Formal Grievance: Violation of Labor Rights - Unpaid wage dispute,Employment/Labour,Unpaid wage dispute,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unpaid wage dispute within the Shop. The definitive breach transpired on 2026-06-23 at 13:29 hours, violating explicit terms of my employment contract and local statutory codes.",2024-02-10,2024-02-09,13:29,Hybrid,Shop,India,Maharashtra,recent_past,No,False,False,True,False,True,3,3,human_written,USR369,REV257,synthetic_no_pii,challenge
SCN000191,Reported case of online phishing theft at online platform,Theft and robbery,Online phishing theft,"Complainant states that on 2026-06-30 at approximately 02:52 hours, an incident of online phishing theft occurred at Online platform. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections.",2024-02-16,2024-02-10,02:52,Hybrid,Online platform,India,Maharashtra,recent_past,No,False,False,True,False,True,3,1,expert_authored,USR290,REV689,synthetic_no_pii,challenge
SCN000192,Witness account of pickpocketing,Theft and robbery,Pickpocketing,"The observer noticed two suspicious individuals loitering near the railway station around 15:20. Shortly after, they approached the victim from behind, forcefully committed pickpocketing, and fled the scene on a two-wheeler heading north.",2024-03-07,2024-02-10,15:20,Physical,Railway station,India,Maharashtra,recent_past,No,False,True,True,True,True,4,1,human_written,USR356,REV378,synthetic_no_pii,challenge
SCN000193,Bystander report of a customer-vendor dispute,Consumer Disputes,Expired or contaminated goods sale,"The observer noted a clear altercation developing at the counter of the marketplace around 22:23. A customer was contesting a distinct case of expired or contaminated goods sale, showing clear evidence to the merchant, who continuously refused liability or proper resolution.",2024-03-05,2024-02-10,22:23,Physical,Marketplace,India,Gujarat,recent_past,No,True,False,True,False,True,2,2,expert_authored,USR381,REV382,synthetic_no_pii,validation
SCN000194,please help me domestic dispute urgent,Domestic Violence,Emotional and verbal abuse,he is screaming and throwing things again it's really bad emotional and verbal abuse right now at home since 18:30 hours. please call someone or come over i am hiding in the washroom right now text me back please,2024-02-16,2024-02-10,18:30,Physical,Residential street,India,Uttar Pradesh,recent_past,No,False,True,True,True,False,3,3,synthetic_reviewed,USR390,REV868,synthetic_no_pii,challenge
SCN000195,Bystander log of a noise pollution grievance,Miscellaneous,Noise pollution grievance,"The observer noted a minor public disturbance developing near the local apartment around 18:21. The situation involved a distinct noise pollution grievance, drawing the attention of passing commuters before local municipal workers arrived on site.",2024-02-29,2024-02-12,18:21,Physical,Apartment,India,Delhi,past,No,False,False,True,False,False,2,2,expert_authored,USR542,REV203,synthetic_no_pii,test
SCN000196,management issue workplace harassment,Employment/Labour,Workplace harassment,"hey guys bad news. just had a huge fight with HR at the Showroom regarding workplace harassment around 11:52 today. they are trying to cheat us out of our terms or fire people arbitrarily. check your emails immediately, we need to stand together on this",2024-03-11,2024-02-15,11:52,Hybrid,Showroom,India,Delhi,past,No,False,False,False,False,True,5,4,synthetic_reviewed,USR814,REV335,synthetic_no_pii,train
SCN000197,urgent property issue land encroachment,Property Disputes,Land encroachment,guys please help they are trying to take over the Plot right now!! experiencing a severe land encroachment since 10:00. they brought workers and are breaking down boundaries. please check if anyone can come over fast,2024-03-07,2024-02-16,10:00,Physical,Plot,India,Maharashtra,past,No,False,True,True,True,True,3,1,expert_authored,USR980,REV791,synthetic_no_pii,validation
SCN000198,massive warning fraud alert loan approval scam,Financial Fraud,Loan approval scam,"guys freeze your accounts if you used that Office recently!! just discovered a major loan approval scam happened around 20:28 today. unauthorized charges are showing up on multiple profiles, notify your branch manager asap",2024-03-03,2024-02-16,20:28,Hybrid,Office,India,Gujarat,past,No,False,True,True,True,True,1,4,human_written,USR544,REV953,synthetic_no_pii,test
SCN000199,Someone stole my stuff at the railway station,Theft and robbery,Pickpocketing,"So I was just standing at the railway station around 16:14 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked.",2024-03-12,2024-02-23,16:14,Physical,Railway station,India,Telangana,past,No,False,True,True,False,True,2,2,expert_authored,USR517,REV297,synthetic_no_pii,train
SCN000200,I think my accounts just got wiped out by a cyberstalking,Cybercrime,Cyberstalking,"So I clicked this link thinking it was an official notification around 18:06 yesterday, and suddenly I was locked out of my account. I realized it was a total cyberstalking when my savings started moving out. I'm completely panicking right now.",2024-03-08,2024-02-25,18:06,Hybrid,Online platform,India,Tamil Nadu,recent_past,No,False,True,True,True,False,3,3,expert_authored,USR522,REV640,synthetic_no_pii,challenge
SCN000201,Formal Grievance: Cyber Fraud and Identity theft Incident,Cybercrime,Identity theft,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding identity theft that targets my system. At 18:51 on 2026-07-17, illegal server access was achieved through the Online platform, leading to severe data breach and financial compromise.",2024-03-24,2024-02-25,18:51,Online,Online platform,India,Karnataka,past,No,False,False,True,False,False,2,4,expert_authored,USR422,REV599,synthetic_no_pii,train
SCN000202,My neighbors are completely committing land encroachment,Property Disputes,Land encroachment,"So I went out to check my agricultural land around 13:38 today, and I saw they were actively setting up structures on my side! When I confronted them about this blatant land encroachment, they straight up threatened me and refused to move back. I am so stressed out right now.",2024-03-02,2024-02-28,13:38,Physical,Agricultural land,India,Tamil Nadu,recent_past,No,False,False,True,True,True,2,1,human_written,USR641,REV663,synthetic_no_pii,validation
SCN000203,urgent property issue boundary wall dispute,Property Disputes,Boundary wall dispute,guys please help they are trying to take over the Plot right now!! experiencing a severe boundary wall dispute since 14:04. they brought workers and are breaking down boundaries. please check if anyone can come over fast,2024-03-18,2024-03-01,14:04,Physical,Plot,India,Uttar Pradesh,recent_past,No,False,True,True,True,True,5,1,synthetic_reviewed,USR486,REV160,synthetic_no_pii,validation
SCN000204,IT specialist observation of cyberstalking,Cybercrime,Cyberstalking,"The system administrator observed anomalous traffic originating from unauthorized servers around 07:12, confirming a systemwide cyberstalking. The victim was actively manipulated into bypassing authentication protocols on the Online platform platform.",2024-03-27,2024-03-05,07:12,Hybrid,Online platform,India,Maharashtra,past,No,False,True,True,False,False,3,3,human_written,USR766,REV742,synthetic_no_pii,test
SCN000205,Dealing with a messy child custody dispute,Family Law,Child custody dispute,"So I was waiting at the apartment around 12:20 today for my scheduled meeting, when my ex turned up and started an absolute argument over our child custody dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.",2024-03-25,2024-03-06,12:20,Physical,Apartment,India,Karnataka,recent_past,No,False,True,True,False,True,3,3,human_written,USR201,REV456,synthetic_no_pii,test
