answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS000480,Q000480_hiLatn,NAR000054_EN,hi-Latn,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, property description ke liye mera answer hai: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
ANS000481,Q000481_en,NAR000054_EN,en,"For the vehicle theft at Parking lot on 2023-04-20 around 16:28, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV193
ANS000482,Q000482_hi,NAR000054_EN,hi,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV193
ANS000483,Q000483_hiLatn,NAR000054_EN,hi-Latn,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV193
ANS000484,Q000484_en,NAR000054_EN,en,"For the vehicle theft at Parking lot on 2023-04-20 around 16:28, my answer for force or threat used is: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV193
ANS000485,Q000485_hi,NAR000054_EN,hi,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, force or threat used ke liye mera jawab hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV193
ANS000486,Q000486_hiLatn,NAR000054_EN,hi-Latn,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, force or threat used ke liye mera answer hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV193
ANS000487,Q000487_en,NAR000055_EN,en,"For the reckless driving confrontation at Parking lot on 2023-04-22 around 03:22, my answer for injury details is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV901
ANS000488,Q000488_hi,NAR000055_EN,hi,"reckless driving confrontation Parking lot par 2023-04-22 ko 03:22 ke aas-paas, injury details ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV901
ANS000489,Q000489_hiLatn,NAR000055_EN,hi-Latn,"reckless driving confrontation Parking lot par 2023-04-22 ko 03:22 ke aas-paas, injury details ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV901
ANS000490,Q000490_en,NAR000056_EN,en,"For the insurance claim fraud at Workplace on 2023-04-25 around 07:50, my answer for institution notified is: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV227
ANS000491,Q000491_hi,NAR000056_EN,hi,"insurance claim fraud Workplace par 2023-04-25 ko 07:50 ke aas-paas, institution notified ke liye mera jawab hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV227
ANS000492,Q000492_hiLatn,NAR000056_EN,hi-Latn,"insurance claim fraud Workplace par 2023-04-25 ko 07:50 ke aas-paas, institution notified ke liye mera answer hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV227
ANS000493,Q000493_en,NAR000057_EN,en,"For the spousal physical abuse at Apartment on 2023-04-27 around 16:24, my answer for relationship to offender is: spouse.",spouse,text,relationship_to_offender,spouse,certain,False,True,False,0.35,0.67,True,REV715
ANS000494,Q000494_hi,NAR000057_EN,hi,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, relationship to offender ke liye mera jawab hai: spouse.",spouse,text,relationship_to_offender,spouse,certain,False,True,False,0.35,0.67,True,REV715
ANS000495,Q000495_hiLatn,NAR000057_EN,hi-Latn,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, relationship to offender ke liye mera answer hai: spouse.",spouse,text,relationship_to_offender,spouse,certain,False,True,False,0.35,0.67,True,REV715
ANS000496,Q000496_en,NAR000057_EN,en,"For the spousal physical abuse at Apartment on 2023-04-27 around 16:24, my answer for children or dependents is: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV715
ANS000497,Q000497_hi,NAR000057_EN,hi,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, children or dependents ke liye mera jawab hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV715
ANS000498,Q000498_hiLatn,NAR000057_EN,hi-Latn,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, children or dependents ke liye mera answer hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV715
ANS000499,Q000499_en,NAR000057_EN,en,"For the spousal physical abuse at Apartment on 2023-04-27 around 16:24, my answer for prior incident pattern is: ongoing.",ongoing,text,prior_incident_pattern,ongoing,certain,False,False,False,0.55,0.87,True,REV715
ANS000500,Q000500_hi,NAR000057_EN,hi,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, prior incident pattern ke liye mera jawab hai: ongoing.",ongoing,text,prior_incident_pattern,ongoing,certain,False,False,False,0.55,0.87,True,REV715
ANS000501,Q000501_hiLatn,NAR000057_EN,hi-Latn,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, prior incident pattern ke liye mera answer hai: ongoing.",ongoing,text,prior_incident_pattern,ongoing,certain,False,False,False,0.55,0.87,True,REV715
ANS000502,Q000502_en,NAR000057_EN,en,"For the spousal physical abuse at Apartment on 2023-04-27 around 16:24, my answer for evidence available is: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV715
ANS000503,Q000503_hi,NAR000057_EN,hi,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, evidence available ke liye mera jawab hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV715
ANS000504,Q000504_hiLatn,NAR000057_EN,hi-Latn,"spousal physical abuse Apartment par 2023-04-27 ko 16:24 ke aas-paas, evidence available ke liye mera answer hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV715
ANS000505,Q000505_en,NAR000058_EN,en,"For the phishing scam at Mobile app on 2023-04-27 around 20:02, my answer for digital evidence is: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV583
ANS000506,Q000506_hi,NAR000058_EN,hi,"phishing scam Mobile app par 2023-04-27 ko 20:02 ke aas-paas, digital evidence ke liye mera jawab hai: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV583
ANS000507,Q000507_hiLatn,NAR000058_EN,hi-Latn,"phishing scam Mobile app par 2023-04-27 ko 20:02 ke aas-paas, digital evidence ke liye mera answer hai: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV583
ANS000508,Q000508_en,NAR000058_EN,en,"For the phishing scam at Mobile app on 2023-04-27 around 20:02, my answer for security steps taken is: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV583
ANS000509,Q000509_hi,NAR000058_EN,hi,"phishing scam Mobile app par 2023-04-27 ko 20:02 ke aas-paas, security steps taken ke liye mera jawab hai: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV583
ANS000510,Q000510_hiLatn,NAR000058_EN,hi-Latn,"phishing scam Mobile app par 2023-04-27 ko 20:02 ke aas-paas, security steps taken ke liye mera answer hai: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV583
ANS000511,Q000511_en,NAR000058_EN,en,"For the phishing scam at Mobile app on 2023-04-27 around 20:02, my answer for ongoing access risk is: I am unsure if access is still active.",i am unsure if access is still active,boolean,ongoing_access_risk,I am unsure if access is still active,unsure,False,False,False,0.60,0.72,True,REV583
ANS000512,Q000512_hi,NAR000058_EN,hi,"phishing scam Mobile app par 2023-04-27 ko 20:02 ke aas-paas, ongoing access risk ke liye mera jawab hai: I am unsure if access is still active.",i am unsure if access is still active,boolean,ongoing_access_risk,I am unsure if access is still active,unsure,False,False,False,0.60,0.72,True,REV583
